online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type)
No,No,,0,Sarjapur Road,"Cafe, Quick Bites","Cafe, Chinese",500,Dine-out
No,No,3.2 /5,4,HSR,Casual Dining,"North Indian, Mughlai, Biryani",700,Dine-out
No,No,3.6 /5,25,BTM,Casual Dining,"Italian, Continental",500,Dine-out
No,No,3.1 /5,53,BTM,Casual Dining,"North Indian, Chinese, Kerala",600,Dine-out
No,No,3.6 /5,61,BTM,Cafe,Cafe,500,Dine-out
No,No,3.6 /5,22,BTM,Cafe,"Cafe, Fast Food",500,Dine-out
No,No,3.5 /5,11,Domlur,"Cafe, Dessert Parlor","Cafe, American, Italian, Continental",400,Dine-out
No,No,,0,BTM,Beverage Shop,"Ice Cream, Beverages",150,Dine-out
Yes,No,2.5 /5,109,BTM,Casual Dining,"North Indian, Chinese, Arabian",800,Dine-out
Yes,No,3.1 /5,11,BTM,Casual Dining,"North Indian, South Indian, Biryani",500,Dine-out
No,No,3.6 /5,11,BTM,Quick Bites,"Fast Food, Desserts, Rolls",200,Dine-out
No,No,,0,HSR,Quick Bites,"Rolls, Sandwich",300,Dine-out
Yes,No,3.5 /5,17,BTM,Quick Bites,"North Indian, Chinese",300,Dine-out
Yes,No,3.1 /5,40,BTM,Quick Bites,"North Indian, Chinese",250,Dine-out
No,No,3.0 /5,67,BTM,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out
No,No,3.4 /5,12,BTM,Quick Bites,"South Indian, Biryani, Chinese",300,Dine-out
No,No,,0,HSR,Quick Bites,"North Indian, Chinese",400,Dine-out
Yes,No,3.8 /5,50,BTM,Quick Bites,"Fast Food, North Indian, Rolls",250,Dine-out
Yes,No,3.5 /5,6,Domlur,Quick Bites,"Chinese, North Indian",200,Dine-out
Yes,No,2.9 /5,24,BTM,Quick Bites,North Indian,250,Dine-out
No,No,3.4 /5,5,BTM,Beverage Shop,"Juices, Beverages, Fast Food",100,Dine-out
No,No,3.1 /5,6,BTM,Quick Bites,"North Indian, Chinese",400,Dine-out
No,No,,0,BTM,Quick Bites,"South Indian, Chinese",350,Dine-out
No,No,3.5 /5,8,BTM,Casual Dining,"North Indian, Arabian, Chinese",700,Dine-out
No,No,,0,HSR,Casual Dining,"North Indian, South Indian, Chinese",800,Dine-out
No,No,3.2 /5,6,BTM,Casual Dining,"Arabian, Chinese, Hyderabadi, Kerala",700,Dine-out
No,No,,0,Domlur,Cafe,Cafe,,Dine-out
No,No,,0,BTM,Quick Bites,North Indian,300,Dine-out
No,No,,0,BTM,Casual Dining,"North Indian, Kerala",500,Dine-out
No,No,,0,Hosur Road,Casual Dining,"South Indian, North Indian, Chinese, Desserts, Fast Food, Ice Cream",400,Dine-out
No,No,NEW,0,BTM,Casual Dining,"Fast Food, Chinese, North Indian, Biryani",450,Dine-out
Yes,No,3.3 /5,14,BTM,"Takeaway, Delivery","Biryani, North Indian, Kebab",600,Dine-out
Yes,No,,0,BTM,Quick Bites,North Indian,250,Dine-out
Yes,Yes,3.7 /5,49,BTM,Cafe,"Cafe, Beverages",300,Dine-out
No,No,4.0 /5,40,BTM,Beverage Shop,Beverages,400,Dine-out
No,No,3.1 /5,7,BTM,Quick Bites,"South Indian, Chettinad, North Indian",300,Dine-out
No,No,3.5 /5,6,BTM,Quick Bites,Fast Food,400,Dine-out
No,No,,0,BTM,Quick Bites,"Bihari, Chinese",300,Dine-out
Yes,No,3.6 /5,10,BTM,Quick Bites,Sandwich,100,Dine-out
No,No,3.8 /5,23,HSR,Quick Bites,North Indian,,Dine-out
No,No,3.4 /5,7,Domlur,Quick Bites,"Salad, Greek, Mediterranean",250,Dine-out
No,No,3.6 /5,38,BTM,Quick Bites,"North Indian, Chinese, Fast Food",250,Dine-out
No,No,3.5 /5,12,BTM,Quick Bites,South Indian,200,Dine-out
No,No,3.2 /5,4,HSR,Quick Bites,"North Indian, Chinese",300,Dine-out
No,No,3.5 /5,16,BTM,Quick Bites,North Indian,400,Dine-out
No,No,,0,BTM,Quick Bites,"Fast Food, Beverages",300,Dine-out
No,No,3.6 /5,34,BTM,Quick Bites,"Italian, Pizza",650,Dine-out
No,No,,0,Domlur,Quick Bites,"Biryani, Beverages",150,Dine-out
No,No,3.4 /5,5,BTM,Quick Bites,"North Indian, South Indian, Chinese, Street Food",250,Dine-out
No,No,3.1 /5,5,Domlur,Food Court,"Mughlai, North Indian, Biryani",400,Dine-out
No,No,,0,BTM,Quick Bites,South Indian,200,Dine-out
No,No,,0,HSR,Quick Bites,South Indian,150,Dine-out
No,No,,0,BTM,Quick Bites,"Kerala, South Indian",400,Dine-out
No,No,,0,BTM,Quick Bites,"Chinese, Arabian, Rolls",300,Dine-out
No,No,,0,BTM,Quick Bites,"North Indian, Chinese",400,Dine-out
Yes,No,3.2 /5,30,BTM,Quick Bites,"North Indian, Biryani",500,Dine-out
Yes,No,3.8 /5,63,Hosur Road,Quick Bites,"Fast Food, Rolls",350,Dine-out
Yes,No,3.3 /5,12,BTM,Quick Bites,"North Indian, Chinese",250,Dine-out
Yes,No,2.8 /5,137,BTM,Quick Bites,"North Indian, Street Food",300,Dine-out
Yes,No,2.8 /5,5,HSR,Quick Bites,"Juices, Beverages, Salad",200,Dine-out
Yes,No,3.3 /5,5,HSR,Quick Bites,Fast Food,300,Dine-out
Yes,No,3.5 /5,12,BTM,Quick Bites,"Fast Food, Beverages",400,Dine-out
No,No,3.5 /5,21,BTM,Quick Bites,Biryani,200,Dine-out
Yes,No,3.7 /5,21,BTM,Quick Bites,"South Indian, North Indian, Chinese",500,Dine-out
No,No,3.7 /5,112,BTM,Casual Dining,"Chinese, Fast Food, Continental",500,Dine-out
No,No,3.4 /5,7,BTM,Quick Bites,"South Indian, North Indian, Chinese",500,Dine-out
No,No,,0,BTM,Quick Bites,South Indian,200,Dine-out
No,No,,0,HSR,Quick Bites,"South Indian, Biryani",250,Dine-out
No,No,3.7 /5,27,BTM,Quick Bites,South Indian,250,Dine-out
No,No,3.6 /5,26,BTM,Quick Bites,Biryani,150,Dine-out
No,No,3.2 /5,5,HSR,Quick Bites,"South Indian, Fast Food",450,Dine-out
No,No,,0,BTM,Quick Bites,Biryani,200,Dine-out
No,No,3.2 /5,4,HSR,Quick Bites,Biryani,200,Dine-out
No,No,3.2 /5,4,BTM,Quick Bites,Fast Food,300,Dine-out
No,No,3.5 /5,10,BTM,Quick Bites,"South Indian, Chinese",150,Dine-out
No,No,,0,BTM,Quick Bites,Chinese,300,Dine-out
No,No,3.3 /5,6,BTM,Quick Bites,"South Indian, Beverages",250,Dine-out
No,No,3.4 /5,6,BTM,Quick Bites,Kerala,250,Dine-out
No,No,NEW,0,BTM,Quick Bites,Biryani,300,Dine-out
No,No,,0,BTM,Quick Bites,"South Indian, Seafood",300,Dine-out
No,No,,0,HSR,Quick Bites,"North Indian, South Indian",300,Dine-out
No,No,,0,BTM,Quick Bites,"North Indian, Fast Food",400,Dine-out
Yes,No,NEW,0,BTM,Quick Bites,"Andhra, Biryani",350,Dine-out
No,No,,0,BTM,Quick Bites,"North Indian, Beverages",400,Dine-out
No,No,3.3 /5,6,BTM,"Quick Bites, Sweet Shop","Street Food, Mithai",200,Dine-out
No,No,3.0 /5,32,BTM,Quick Bites,"North Indian, Chinese",400,Dine-out
No,No,,0,HSR,Quick Bites,"North Indian, Chinese",300,Dine-out
No,No,,0,Domlur,"Bakery, Quick Bites","Bakery, Desserts, Sandwich",400,Dine-out
Yes,No,,0,HSR,Quick Bites,"North Indian, Chinese",500,Dine-out
No,No,,0,BTM,Quick Bites,"Kerala, South Indian",300,Dine-out
No,No,,0,HSR,Quick Bites,"Fast Food, Beverages",300,Dine-out
No,No,,0,BTM,Quick Bites,"Fast Food, Chinese, Desserts",200,Dine-out
No,No,,0,Domlur,Food Court,Rolls,,Dine-out
No,No,,0,HSR,Quick Bites,"South Indian, Biryani",300,Dine-out
No,No,,0,BTM,Quick Bites,"South Indian, Chinese",300,Dine-out
No,No,,0,BTM,Quick Bites,Arabian,300,Dine-out
No,No,,0,BTM,Quick Bites,South Indian,200,Dine-out
No,No,,0,BTM,Quick Bites,"Fast Food, Beverages",300,Dine-out
No,No,,0,HSR,Quick Bites,"Biryani, Kebab",300,Dine-out
No,No,,0,BTM,"Quick Bites, Beverage Shop","Street Food, Juices",200,Dine-out
No,No,,0,BTM,Quick Bites,"South Indian, Fast Food, Chinese",300,Dine-out
No,No,,0,Bommanahalli,Quick Bites,"North Indian, South Indian, Chinese",200,Dine-out
No,No,,0,HSR,Quick Bites,"Fast Food, South Indian",200,Dine-out
No,No,,0,BTM,Quick Bites,"North Indian, Chinese, South Indian",300,Dine-out
No,No,,0,Hosur Road,Quick Bites,Rolls,200,Dine-out
No,No,,0,BTM,Quick Bites,"Street Food, North Indian, South Indian",150,Dine-out
No,No,,0,BTM,Quick Bites,"North Indian, Chinese",300,Dine-out
No,No,,0,BTM,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out
No,Yes,NEW,0,BTM,Casual Dining,"Continental, Italian, Beverages","1,000",Dine-out
Yes,No,3.2 /5,13,BTM,Quick Bites,Biryani,300,Dine-out
Yes,No,,0,BTM,Quick Bites,Biryani,300,Dine-out
Yes,No,,0,BTM,Quick Bites,South Indian,300,Dine-out
Yes,No,3.2 /5,64,BTM,Quick Bites,"North Indian, Chinese, Rolls",250,Dine-out
Yes,No,,0,BTM,Quick Bites,"North Indian, Chinese, Fast Food",300,Dine-out
Yes,No,NEW,0,BTM,Quick Bites,"South Indian, Fast Food",300,Dine-out
Yes,No,,0,HSR,Quick Bites,"North Indian, Mithai",250,Dine-out
No,No,3.1 /5,4,BTM,Quick Bites,"Kebab, Biryani",300,Dine-out
Yes,No,NEW,0,BTM,Quick Bites,Chinese,500,Dine-out
No,No,3.8 /5,30,BTM,Quick Bites,"Chinese, Mongolian",300,Dine-out
Yes,No,,0,HSR,Quick Bites,"American, Continental",200,Dine-out
Yes,No,3.3 /5,8,BTM,Quick Bites,"Fast Food, Seafood",400,Dine-out
Yes,No,3.7 /5,180,BTM,Quick Bites,"North Indian, Chinese",400,Dine-out
Yes,No,3.9 /5,35,BTM,Quick Bites,"North Indian, South Indian, Gujarati",350,Dine-out
Yes,No,3.1 /5,18,Bommanahalli,Quick Bites,"North Indian, Chinese",250,Dine-out
Yes,No,3.6 /5,10,Hosur Road,Casual Dining,"North Indian, Chinese, South Indian",700,Dine-out
Yes,No,3.6 /5,51,HSR,Casual Dining,"North Indian, Chinese, Mughlai",500,Dine-out
Yes,No,3.4 /5,84,BTM,Quick Bites,"North Indian, Fast Food, Kebab, Rolls, Beverages",300,Dine-out
Yes,No,3.4 /5,154,BTM,Quick Bites,"Kerala, North Indian, Chinese",400,Dine-out
Yes,No,3.5 /5,117,HSR,Casual Dining,"Andhra, Chinese, North Indian, Hyderabadi",600,Dine-out
Yes,No,3.5 /5,17,BTM,Quick Bites,"South Indian, North Indian",200,Dine-out
Yes,No,3.9 /5,52,BTM,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out
Yes,No,3.9 /5,66,BTM,Quick Bites,Biryani,700,Dine-out
No,Yes,4.6 /5,890,Koramangala 4th Block,"Microbrewery, Casual Dining","Continental, Finger Food, Asian, North Indian","1,400",Drinks & nightlife
No,Yes,4.5 /5,1231,Koramangala 4th Block,"Microbrewery, Bar","American, North Indian, Pizza, Finger Food, Continental, Italian","1,200",Drinks & nightlife
No,Yes,4.3 /5,217,Koramangala 4th Block,"Casual Dining, Bar","Continental, South Indian, Italian, North Indian, Chinese","1,200",Drinks & nightlife
No,Yes,4.5 /5,7854,Koramangala 4th Block,"Pub, Microbrewery","American, Continental, North Indian, Salad","1,800",Drinks & nightlife
No,Yes,4.4 /5,4081,Koramangala 4th Block,"Bar, Casual Dining","Asian, Burger, Pizza, Chinese, Finger Food","1,200",Drinks & nightlife
No,Yes,4.2 /5,1741,Koramangala 4th Block,Pub,"Chinese, Continental, North Indian","1,400",Drinks & nightlife
Yes,Yes,4.2 /5,1176,Koramangala 4th Block,Pub,"Finger Food, Chinese, Italian, Burger","1,300",Drinks & nightlife
No,Yes,NEW,0,Koramangala 4th Block,"Pub, Bar","Continental, Finger Food, Pizza, North Indian, Bar Food","1,100",Drinks & nightlife
Yes,Yes,4.0 /5,281,Koramangala 4th Block,"Casual Dining, Bar","European, American, Continental, North Indian, Steak","1,500",Drinks & nightlife
No,No,3.9 /5,34,Koramangala 4th Block,Bar,"South Indian, Andhra","1,000",Drinks & nightlife
Yes,Yes,3.9 /5,599,Koramangala 4th Block,Bar,"Finger Food, North Indian, Chinese","1,200",Drinks & nightlife
No,No,3.9 /5,105,Koramangala 4th Block,Bar,Finger Food,"1,500",Drinks & nightlife
No,Yes,3.8 /5,169,Koramangala 4th Block,Bar,"South Indian, North Indian","1,300",Drinks & nightlife
No,No,3.3 /5,4,Koramangala 4th Block,Bar,"North Indian, Chinese","1,000",Drinks & nightlife
Yes,Yes,4.3 /5,563,Koramangala 6th Block,"Microbrewery, Casual Dining","Continental, North Indian, Pizza, BBQ","2,000",Drinks & nightlife
Yes,No,4.6 /5,4694,Koramangala 7th Block,Lounge,"American, North Indian, Chinese, Finger Food","1,500",Drinks & nightlife
No,Yes,4.4 /5,1569,Koramangala 5th Block,"Microbrewery, Casual Dining","Modern Indian, European, Asian","2,000",Drinks & nightlife
No,Yes,4.5 /5,3915,Koramangala 5th Block,"Pub, Casual Dining","Finger Food, Continental, North Indian","1,000",Drinks & nightlife
No,Yes,4.4 /5,2362,Koramangala 7th Block,"Casual Dining, Bar",Modern Indian,"1,100",Drinks & nightlife
No,Yes,4.6 /5,6372,Koramangala 7th Block,"Bar, Casual Dining","Mediterranean, Pizza, Continental, Seafood, Salad","1,600",Drinks & nightlife
No,Yes,4.8 /5,467,Koramangala 5th Block,"Pub, Microbrewery","Continental, North Indian, Chinese, European, BBQ, Finger Food, Asian","2,100",Drinks & nightlife
Yes,Yes,4.5 /5,3967,Koramangala 5th Block,"Casual Dining, Microbrewery","Continental, Mediterranean, North Indian, Chinese, Finger Food","1,600",Drinks & nightlife
No,Yes,4.7 /5,4442,Koramangala 5th Block,Bar,"Continental, Asian, North Indian","1,000",Drinks & nightlife
No,Yes,4.4 /5,373,Koramangala 3rd Block,"Cafe, Lounge","Cafe, American, Asian, North Indian","1,000",Drinks & nightlife
No,Yes,4.3 /5,114,Koramangala 5th Block,Lounge,"Pizza, Continental, North Indian, Asian","1,500",Drinks & nightlife
No,Yes,4.6 /5,4997,Koramangala 5th Block,"Casual Dining, Pub","European, Continental","1,800",Drinks & nightlife
No,Yes,4.5 /5,1995,Koramangala 5th Block,"Microbrewery, Casual Dining","Continental, American, Italian, Modern Indian, Pizza, Burger","1,400",Drinks & nightlife
No,Yes,4.0 /5,2159,Koramangala 5th Block,Lounge,"Continental, American, Chinese, BBQ, Salad","1,000",Drinks & nightlife
Yes,Yes,4.3 /5,2572,Koramangala 5th Block,Bar,"Continental, Finger Food, North Indian, Chinese","1,200",Drinks & nightlife
No,Yes,4.5 /5,571,Koramangala 6th Block,Bar,"Finger Food, North Indian, Continental","1,000",Drinks & nightlife
No,Yes,4.3 /5,1551,Koramangala 1st Block,Pub,"Finger Food, North Indian","1,200",Drinks & nightlife
Yes,Yes,4.2 /5,1367,Koramangala 7th Block,"Casual Dining, Bar","Asian, American, Mexican","1,400",Drinks & nightlife
No,No,3.7 /5,4652,Koramangala 6th Block,"Lounge, Microbrewery","North Indian, Continental, Chinese","2,000",Drinks & nightlife
Yes,Yes,4.1 /5,1789,Koramangala 5th Block,Pub,"Finger Food, Asian, European, Italian","1,200",Drinks & nightlife
No,Yes,4.1 /5,759,Koramangala 3rd Block,Bar,"North Indian, Chinese","1,200",Drinks & nightlife
No,No,4.0 /5,1408,Koramangala 6th Block,"Pub, Casual Dining","Continental, American, Pizza, BBQ","1,000",Drinks & nightlife
No,No,3.9 /5,740,Koramangala 6th Block,"Bar, Casual Dining","American, Continental, Finger Food","1,400",Drinks & nightlife
No,Yes,3.9 /5,150,Koramangala 5th Block,"Pub, Bar","Finger Food, North Indian, Continental, Pizza","1,000",Drinks & nightlife
No,Yes,4.1 /5,1237,Koramangala 5th Block,"Lounge, Casual Dining","Continental, American, North Indian, Chinese","1,500",Drinks & nightlife
Yes,Yes,4.4 /5,347,Koramangala 5th Block,"Casual Dining, Bar","Chinese, Continental, North Indian, Burger, Pizza, Seafood","1,000",Drinks & nightlife
No,Yes,NEW,0,Koramangala 5th Block,Lounge,"North Indian, Continental, Chinese","1,500",Drinks & nightlife
No,No,4.2 /5,270,Koramangala 6th Block,"Pub, Casual Dining","Continental, Pizza, Burger","1,400",Drinks & nightlife
No,Yes,3.9 /5,1389,Koramangala 5th Block,Lounge,"Continental, North Indian","1,400",Drinks & nightlife
No,Yes,3.9 /5,590,Koramangala 5th Block,"Pub, Casual Dining","Continental, North Indian, Chinese","1,300",Drinks & nightlife
Yes,No,3.7 /5,130,Koramangala 1st Block,"Casual Dining, Bar",Continental,"1,200",Drinks & nightlife
No,No,3.8 /5,674,Koramangala 6th Block,Pub,"American, North Indian, Chinese","1,700",Drinks & nightlife
Yes,Yes,3.7 /5,1014,Koramangala 6th Block,Bar,"Continental, Chinese","1,300",Drinks & nightlife
No,No,3.7 /5,68,Koramangala 6th Block,Bar,"Finger Food, Continental","1,000",Drinks & nightlife
Yes,No,3.5 /5,9,Koramangala 7th Block,"Bar, Casual Dining","Finger Food, North Indian, Seafood, Mangalorean, Chinese",700,Drinks & nightlife
No,No,3.5 /5,11,Koramangala 2nd Block,Lounge,Finger Food,"1,600",Drinks & nightlife
No,No,3.0 /5,25,Koramangala 6th Block,Bar,"Finger Food, Continental","2,300",Drinks & nightlife
No,No,3.8 /5,29,Koramangala 6th Block,Bar,"North Indian, Chinese",800,Drinks & nightlife
No,No,3.8 /5,152,Koramangala 6th Block,"Pub, Casual Dining","American, Pizza, Burger","1,500",Drinks & nightlife
No,Yes,3.7 /5,81,Koramangala 6th Block,Lounge,Finger Food,"1,200",Drinks & nightlife
No,No,4.3 /5,416,HSR,"Bar, Casual Dining","North Indian, South Indian, Continental, Asian","1,200",Drinks & nightlife
No,Yes,4.6 /5,653,HSR,"Bar, Pub","Continental, Finger Food, Asian, Chinese",850,Drinks & nightlife
No,Yes,4.0 /5,1776,Domlur,"Lounge, Cafe","Continental, Pizza, North Indian, Goan, Burger, Cafe","1,600",Drinks & nightlife
No,Yes,4.1 /5,1382,HSR,"Bar, Casual Dining","Continental, North Indian, Chinese, Finger Food","1,200",Drinks & nightlife
No,Yes,4.3 /5,2035,Domlur,"Pub, Microbrewery","Continental, North Indian, Finger Food","1,700",Drinks & nightlife
No,No,3.0 /5,15,BTM,Bar,North Indian,"1,000",Drinks & nightlife
No,No,3.5 /5,39,BTM,Bar,Finger Food,"1,200",Drinks & nightlife
No,Yes,4.7 /5,10512,Koramangala 5th Block,"Casual Dining, Bar","North Indian, European, Mediterranean","1,400",Buffet
No,Yes,4.2 /5,1754,Koramangala 5th Block,Casual Dining,"Continental, Asian, American, North Indian, Desserts","1,200",Buffet
Yes,Yes,4.2 /5,2620,Koramangala 5th Block,Casual Dining,"Chettinad, Andhra, Kerala","1,300",Buffet
No,Yes,4.4 /5,1569,Koramangala 5th Block,"Microbrewery, Casual Dining","Modern Indian, European, Asian","2,000",Buffet
Yes,Yes,4.5 /5,3163,Koramangala 5th Block,"Casual Dining, Bar","North Indian, Chinese, Continental, Thai, Salad","1,500",Buffet
Yes,Yes,4.5 /5,3467,Koramangala 5th Block,Casual Dining,"North Indian, Mughlai, Salad","1,300",Buffet
Yes,Yes,4.9 /5,2235,Koramangala 5th Block,"Casual Dining, Bar","Asian, Chinese, Thai, Momos","1,500",Buffet
Yes,No,4.1 /5,6943,Koramangala 5th Block,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",750,Buffet
No,Yes,4.3 /5,2248,Koramangala 5th Block,Casual Dining,"Chinese, Thai, Momos","1,100",Buffet
No,Yes,NEW,0,Koramangala 5th Block,Lounge,"North Indian, Continental, Chinese","1,500",Buffet
No,Yes,3.9 /5,1389,Koramangala 5th Block,Lounge,"Continental, North Indian","1,400",Buffet
Yes,Yes,3.9 /5,485,Koramangala 5th Block,Casual Dining,"North Indian, South Indian, Chinese, Biryani",700,Buffet
No,Yes,3.5 /5,32,Koramangala 5th Block,Casual Dining,"North Indian, Chinese","1,000",Buffet
No,Yes,4.4 /5,373,Koramangala 3rd Block,"Cafe, Lounge","Cafe, American, Asian, North Indian","1,000",Buffet
Yes,Yes,4.4 /5,9079,Koramangala 4th Block,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,Buffet
No,Yes,4.7 /5,3628,Koramangala 1st Block,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab","1,600",Buffet
Yes,Yes,4.4 /5,459,Koramangala 7th Block,"Casual Dining, Bar",North Indian,"1,500",Buffet
No,Yes,4.1 /5,786,Koramangala 3rd Block,Casual Dining,"North Indian, Mughlai","1,500",Buffet
Yes,Yes,4.5 /5,718,Koramangala 7th Block,Casual Dining,"Italian, Salad","1,500",Buffet
No,No,3.7 /5,4652,Koramangala 6th Block,"Lounge, Microbrewery","North Indian, Continental, Chinese","2,000",Buffet
Yes,Yes,4.4 /5,681,Koramangala 7th Block,Casual Dining,"North Indian, Mughlai, Biryani","1,500",Buffet
Yes,Yes,4.4 /5,1808,Koramangala 4th Block,Casual Dining,Vietnamese,"1,000",Buffet
Yes,Yes,4.1 /5,674,Koramangala 3rd Block,Casual Dining,"Chinese, Thai, Asian",900,Buffet
Yes,Yes,4.0 /5,151,Koramangala 2nd Block,Casual Dining,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese","1,100",Buffet
Yes,Yes,4.0 /5,1864,Koramangala 6th Block,Casual Dining,North Indian,600,Buffet
Yes,Yes,4.2 /5,767,Koramangala 4th Block,Casual Dining,"North Indian, Chinese, Seafood","1,700",Buffet
Yes,Yes,4.0 /5,281,Koramangala 4th Block,"Casual Dining, Bar","European, American, Continental, North Indian, Steak","1,500",Buffet
Yes,No,3.9 /5,457,Koramangala 6th Block,Casual Dining,Chinese,"1,000",Buffet
No,Yes,4.2 /5,117,Koramangala 7th Block,Casual Dining,"North Indian, South Indian, Chinese, Arabian",800,Buffet
No,Yes,4.1 /5,354,Koramangala 3rd Block,Fine Dining,"European, Asian","2,000",Buffet
No,Yes,4.3 /5,105,Koramangala 7th Block,Casual Dining,"North Indian, Arabian, Beverages","1,000",Buffet
No,No,3.8 /5,38,Koramangala 6th Block,Casual Dining,"North Indian, South Indian, Thai, Chinese, Continental",900,Buffet
Yes,No,3.5 /5,5,Koramangala 4th Block,Casual Dining,Chinese,800,Buffet
No,No,,0,,,,,Buffet
No,No,4.2 /5,3236,BTM,"Casual Dining, Microbrewery",North Indian,,Buffet
No,Yes,4.4 /5,274,BTM,Casual Dining,"Continental, North Indian, Asian, Italian","1,300",Buffet
Yes,No,3.9 /5,421,BTM,Casual Dining,"Arabian, North Indian, Chinese, Fast Food",800,Buffet
Yes,No,NEW,0,BTM,Casual Dining,"Continental, North Indian, Chinese",600,Buffet
No,No,4.7 /5,14710,Koramangala 5th Block,"Cafe, Casual Dining","Cafe, American, Burger, Steak",900,Cafes
No,No,4.5 /5,3845,Koramangala 5th Block,Cafe,"Cafe, Italian, Fast Food",800,Cafes
No,No,4.1 /5,2733,Koramangala 5th Block,Cafe,"Cafe, Continental, European, Juices","1,300",Cafes
No,No,4.4 /5,174,Koramangala 5th Block,"Cafe, Dessert Parlor","Cafe, Italian, Desserts",600,Cafes
Yes,No,4.3 /5,2873,Koramangala 5th Block,Cafe,"Cafe, American, Burger, Sandwich, Beverages",600,Cafes
Yes,Yes,4.3 /5,1807,Koramangala 5th Block,"Casual Dining, Cafe","Continental, Cafe, Italian, Fast Food, Steak",900,Cafes
Yes,No,4.5 /5,2620,Koramangala 5th Block,"Dessert Parlor, Cafe","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,Cafes
Yes,No,4.4 /5,949,Koramangala 5th Block,Cafe,"Cafe, European, Continental",900,Cafes
Yes,Yes,4.2 /5,496,Koramangala 5th Block,Cafe,"Cafe, Continental, Beverages",800,Cafes
No,Yes,4.3 /5,1470,Koramangala 5th Block,Cafe,"Cafe, Continental, Italian, Burger",800,Cafes
No,Yes,4.5 /5,549,Koramangala 5th Block,Cafe,"Cafe, Continental, Mediterranean, Beverages",900,Cafes
Yes,Yes,4.5 /5,208,Koramangala 5th Block,Cafe,"Cafe, Salad",800,Cafes
Yes,Yes,4.2 /5,874,Koramangala 5th Block,Cafe,"Cafe, American, Continental, Italian",600,Cafes
No,No,4.0 /5,431,Koramangala 5th Block,Cafe,"Cafe, Continental, Chinese",,Cafes
Yes,No,4.2 /5,1063,Koramangala 5th Block,Cafe,"Cafe, Continental, Burger",800,Cafes
Yes,No,4.5 /5,344,Koramangala 5th Block,"Dessert Parlor, Cafe","Desserts, Cafe",300,Cafes
Yes,No,3.6 /5,16,Koramangala 5th Block,Cafe,"Cafe, Continental, Beverages",500,Cafes
Yes,Yes,4.1 /5,402,Koramangala 5th Block,"Cafe, Bar","Cafe, Continental, Salad, Steak","1,200",Cafes
Yes,No,3.8 /5,23,Koramangala 5th Block,Cafe,"Cafe, Continental, Beverages",600,Cafes
Yes,Yes,4.2 /5,1704,Koramangala 5th Block,Cafe,"Cafe, Italian, Burger, American, Steak",650,Cafes
Yes,No,4.1 /5,141,Koramangala 5th Block,Cafe,"Cafe, Healthy Food, Salad, Beverages, Desserts","1,200",Cafes
Yes,No,4.4 /5,480,Koramangala 5th Block,Cafe,"Cafe, Tea, Street Food",450,Cafes
Yes,No,4.0 /5,201,Koramangala 5th Block,Cafe,"Cafe, Continental, Italian, Burger",800,Cafes
Yes,No,4.1 /5,93,Koramangala 5th Block,Cafe,"Cafe, Continental",600,Cafes
No,No,3.5 /5,66,Koramangala 5th Block,Cafe,Cafe,300,Cafes
Yes,No,3.8 /5,22,Koramangala 5th Block,Cafe,"Cafe, Bakery",500,Cafes
